user,video,startingTime,endTime,N,firstFrame,lastFrame,avTsampling,avFsampling
0,Diving,0.0,60.026935,2979,0.0,1799.0,0.020150028533064787,49.62772128878478
0,Paris,0.0,36.655114,1626,2.0,2199.0,0.02254312054120541,44.35943099235758
0,Rollercoaster,0.0,63.362871,3153,0.0,1899.0,0.02009605803996194,49.761002780319096
0,Timelapse,0.0,59.926586,2982,1.0,1799.0,0.02009610529845741,49.760885761121116
0,Venice,0.0,71.920316,3212,0.0,1799.0,0.02239113200498132,44.66053792088456
1,Diving,0.0,77.944902,2440,0.0,2099.0,0.031944631967213116,31.304164061942114
1,Paris,0.0,82.88082,2710,2.0,4199.0,0.030583328413284133,32.69755294409491
1,Rollercoaster,0.0,72.153582,2341,0.0,2099.0,0.03082169243912858,32.4446816791438
1,Timelapse,0.0,69.915328,2354,1.0,2099.0,0.029700649107901444,33.66929781120386
1,Venice,0.0,71.927934,2112,1.0,1799.0,0.03405678693181818,29.362722972134865
2,Diving,0.0,60.026984,11244,0.0,1799.0,0.0053385791533262185,187.31575785983185
2,Paris,0.0,37.523565,1690,2.0,2199.0,0.022203292899408283,45.038364558378184
2,Rollercoaster,0.0,60.02787,11201,0.0,1799.0,0.005359152754218373,186.59665918514185
2,Timelapse,0.0,59.923806,10939,1.0,1799.0,0.005477996709022762,182.54848498775263
2,Venice,0.0,79.917558,16898,1.0,1999.0,0.00472940927920464,211.4428971916284
3,Diving,0.0,70.523943,3947,0.0,2099.0,0.017867733215100077,55.966808322104164
3,Paris,0.0,77.60886,2842,2.0,4199.0,0.027307832512315274,36.619530295896624
3,Rollercoaster,0.0,70.636286,3521,0.0,2099.0,0.020061427435387674,49.84690163353152
3,Timelapse,0.0,69.919981,3431,1.0,2099.0,0.020378892742640632,49.07037946706535
3,Venice,0.0,71.925187,3850,1.0,1799.0,0.01868186675324675,53.527841366613345
4,Diving,0.0,70.035475,2933,0.0,2099.0,0.02387844357313331,41.8787764343713
4,Paris,0.0,76.323583,2797,2.0,4199.0,0.02728765927779764,36.64660240072848
4,Rollercoaster,0.0,70.035292,2888,0.0,2099.0,0.024250447368421052,41.23635266631001
4,Timelapse,0.0,69.937236,2974,1.0,2099.0,0.02351621923335575,42.523842377757106
4,Venice,0.0,71.920346,2724,1.0,1799.0,0.026402476505139497,37.875234916139036
5,Diving,0.0,60.047484,11520,0.0,1799.0,0.005212455208333333,191.84817135718794
5,Paris,0.0,36.685716,1630,2.0,2199.0,0.022506574233128834,44.43146209821828
5,Rollercoaster,0.0,63.362988,12379,0.0,1899.0,0.005118586961790129,195.36641801046375
5,Timelapse,0.0,59.927363,11345,1.0,1799.0,0.005282270868223887,189.31251822310284
5,Venice,0.0,71.920347,15457,0.0,1799.0,0.004652930516917901,214.91831789966196
6,Diving,0.0,60.027041,11064,0.0,1799.0,0.005425437545191612,184.31693143095293
6,Paris,0.0,36.674213,1500,2.0,2199.0,0.024449475333333335,40.90067317872642
6,Rollercoaster,0.0,63.363275,11341,0.0,1899.0,0.005587097698615643,178.98380410419125
6,Timelapse,0.0,59.925534,10934,1.0,1799.0,0.005480659776842875,182.45978417146856
6,Venice,0.0,71.918011,14929,1.0,1799.0,0.00481733612432179,207.58360516950336
7,Diving,0.0,77.774719,3845,0.0,2099.0,0.020227495188556568,49.43765852757372
7,Paris,0.0,77.758401,2770,2.0,4199.0,0.028071624909747295,35.62316051226413
7,Rollercoaster,0.0,70.035323,3372,0.0,2099.0,0.020769668742586005,48.147132840381126
7,Timelapse,0.0,69.918862,3179,1.0,2099.0,0.021993979867882985,45.46698714861806
7,Venice,0.0,71.918845,3958,1.0,1799.0,0.01817050151591713,55.034254234755856
8,Diving,0.0,60.048394,11061,0.0,1799.0,0.005428839526263448,184.20142926720072
8,Paris,0.0,37.096136,1627,2.0,2199.0,0.022800329440688383,43.85901539718315
8,Rollercoaster,0.0,63.362735,11553,0.0,1899.0,0.005484526529905652,182.3311446388796
8,Timelapse,0.0,59.920391,10718,1.0,1799.0,0.005590631740996455,178.87066190873153
8,Venice,0.0,71.916972,14718,1.0,1799.0,0.004886327761924174,204.65266529853344
9,Diving,0.0,76.75761,3019,0.0,2099.0,0.025424845975488573,39.331605035644024
9,Paris,0.0,77.900001,2603,2.0,4199.0,0.029927007683442183,33.41463371739879
9,Rollercoaster,0.0,70.035719,2808,0.0,2099.0,0.02494149537037037,40.093826979915775
9,Timelapse,0.0,69.920847,2704,1.0,2099.0,0.025858301405325444,38.67230040848904
9,Venice,0.0,71.921628,2741,1.0,1799.0,0.026239192995257204,38.11092818977902
10,Diving,0.0,60.027203,11639,0.0,1799.0,0.0051574192800068735,193.89542437951008
10,Paris,0.0,36.682301,1618,2.0,2199.0,0.02267138504326329,44.10846527866395
10,Rollercoaster,0.0,63.363113,12368,0.0,1899.0,0.005123149498706339,195.19243001839257
10,Timelapse,0.0,59.927629,11511,1.0,1799.0,0.005206118408478846,192.08168572796365
10,Venice,0.0,71.917779,15595,1.0,1799.0,0.004611592112856684,216.8448500057267
11,Diving,0.0,60.026912,11564,0.0,1799.0,0.005190843306814252,192.6469247660116
11,Paris,0.0,36.663536,1614,2.0,2199.0,0.02271594547707559,44.02194049150087
11,Rollercoaster,0.0,60.028071,11617,0.0,1799.0,0.005167260996815012,193.52612546886607
11,Timelapse,0.0,59.926784,11641,1.0,1799.0,0.00514790688085216,194.25370799140498
11,Venice,0.0,79.918395,17366,1.0,1999.0,0.004602003627778418,217.29665617033473
12,Diving,0.0,73.04973,2942,0.0,2099.0,0.024829955812372535,40.273933935142544
12,Paris,0.0,75.933693,2763,2.0,4199.0,0.027482335504885994,36.3870093872558
12,Rollercoaster,0.0,70.030909,2959,0.0,2099.0,0.023667086515714766,42.25277155834148
12,Timelapse,0.0,69.935777,2933,1.0,2099.0,0.02384445175588135,41.93847735473076
12,Venice,0.0,71.926412,2671,1.0,1799.0,0.026928645451141896,37.13517643560477
13,Diving,0.0,76.767604,2815,0.0,2099.0,0.027270907282415633,36.6691137058283
13,Paris,0.0,81.154467,2636,3.0,4199.0,0.030786975341426402,32.48126809827979
13,Rollercoaster,0.0,70.036487,2918,0.0,2099.0,0.024001537697052773,41.66399722476086
13,Timelapse,0.0,69.943501,2768,1.0,2099.0,0.025268605852601156,39.574799093914386
13,Venice,0.0,71.906136,2706,1.0,1799.0,0.026572851441241687,37.63239343023521
14,Diving,0.0,60.027169,11541,0.0,1799.0,0.0052012103803829824,192.26294013632395
14,Paris,0.0,36.671252,1602,2.0,2199.0,0.022890918851435706,43.68544602731316
14,Rollercoaster,0.0,60.028066,11662,0.0,1799.0,0.005147321728691477,194.27579092753047
14,Timelapse,0.0,59.943481,11344,1.0,1799.0,0.00528415735190409,189.24493223875336
14,Venice,0.0,79.918853,17454,1.0,1999.0,0.004578827374813796,218.3965277880052
15,Diving,0.0,60.027092,10934,0.0,1799.0,0.005489948051948052,182.15108604628057
15,Paris,0.0,37.963243,1813,2.0,2199.0,0.020939461114175398,47.75672088920328
15,Rollercoaster,0.0,63.36273,11644,0.0,1899.0,0.005441663517691515,183.76733451983523
15,Timelapse,0.0,59.925005,10824,1.0,1799.0,0.0055363086659275685,180.62576715679873
15,Venice,0.0,71.918967,14928,1.0,1799.0,0.00481772286977492,207.5669412771182
16,Diving,0.0,60.026973,11603,0.0,1799.0,0.005173401103162975,193.2964369201159
16,Paris,0.0,36.66663,1596,2.0,2199.0,0.02297407894736842,43.52731625458899
16,Rollercoaster,0.0,60.028007,11462,0.0,1799.0,0.0052371320013959175,190.94420376142088
16,Timelapse,0.0,59.943264,11394,1.0,1799.0,0.005260949973670353,190.07973940157814
16,Venice,0.0,79.917844,17165,1.0,1999.0,0.004655860413632392,214.7830714752515
17,Diving,0.0,70.035305,3412,0.0,2099.0,0.02052617379835873,48.71828572746275
17,Paris,0.0,76.796287,2796,2.0,4199.0,0.02746648319027182,36.40801019455537
17,Rollercoaster,0.0,70.043605,4145,0.0,2099.0,0.016898336550060313,59.17742240708485
17,Timelapse,0.0,69.925753,3511,1.0,2099.0,0.019916192822557677,50.21039959340874
17,Venice,0.0,71.927901,3842,1.0,1799.0,0.018721473451327436,53.414599155340284
18,Diving,0.0,78.40101,3818,0.0,2099.0,0.02053457569408067,48.698352227860326
18,Paris,0.0,80.962849,2728,2.0,4199.0,0.029678463709677423,33.694466458313485
18,Rollercoaster,0.0,70.036264,3273,0.0,2099.0,0.021398186373357775,46.73293252764025
18,Timelapse,0.0,69.934476,3276,1.0,2099.0,0.02134752014652015,46.84384851900513
18,Venice,0.0,71.922861,3752,1.0,1799.0,0.019169206023454156,52.16700153237787
19,Diving,0.0,79.622769,3011,0.0,2099.0,0.026443961806708736,37.81581622713975
19,Paris,0.0,80.413781,2764,2.0,4199.0,0.029093263748191028,34.37221786648734
19,Rollercoaster,0.0,71.486243,2971,0.0,2099.0,0.024061340626051836,41.5604440143819
19,Timelapse,0.0,69.922593,2815,1.0,2099.0,0.02483928703374778,40.25880447540039
19,Venice,0.0,71.93263,2686,1.0,1799.0,0.026780577066269545,37.3404948491387
20,Diving,0.0,70.7855,3560,0.0,2099.0,0.019883567415730337,50.29278595192518
20,Paris,0.0,76.473814,2704,2.0,4199.0,0.028281735946745563,35.35850846931735
20,Rollercoaster,0.0,70.051012,3654,0.0,2099.0,0.01917104871373837,52.16198732432302
20,Timelapse,0.0,69.918951,3292,1.0,2099.0,0.02123904951397327,47.0830862436709
20,Venice,0.0,71.914931,3847,1.0,1799.0,0.01869376943072524,53.493759174989684
21,Diving,0.0,60.027051,2980,0.0,1799.0,0.020143305704697988,49.64428454098136
21,Paris,0.0,36.665126,1618,2.0,2199.0,0.022660770086526578,44.12912695295251
21,Rollercoaster,0.0,63.36279,3144,0.0,1899.0,0.020153559160305343,49.61902719245791
21,Timelapse,0.0,59.924442,2981,1.0,1799.0,0.020102127474002012,49.74597844398785
21,Venice,0.0,71.916546,3227,1.0,1799.0,0.02228588348311125,44.871454199149106
22,Diving,0.0,75.423852,2349,0.0,2099.0,0.03210891954022988,31.14399407762945
22,Paris,0.0,82.167944,2710,2.0,4199.0,0.03032027453874539,32.981231707586595
22,Rollercoaster,0.0,72.503284,2353,0.0,2099.0,0.0308131253718657,32.45370237298493
22,Timelapse,0.0,69.922858,2373,1.0,2099.0,0.029466016856300046,33.93739998442283
22,Venice,0.0,71.934023,2114,1.0,1799.0,0.03402744701986755,29.38804076062867
23,Diving,0.0,77.492034,2893,0.0,2099.0,0.026786047010024197,37.33286959534447
23,Paris,0.0,77.943205,2685,2.0,4199.0,0.02902912662942272,34.448160041661104
23,Rollercoaster,0.0,70.035535,2745,0.0,2099.0,0.025513856102003643,39.19438896268873
23,Timelapse,0.0,69.92972,2843,1.0,2099.0,0.024597157931762224,40.6551034381376
23,Venice,0.0,71.911595,2675,1.0,1799.0,0.02688283925233645,37.19845179348337
24,Diving,0.0,60.027085,11228,0.0,1799.0,0.005346195671535447,187.04889634404205
24,Paris,0.0,36.677066,1522,2.0,2199.0,0.024097940867279895,41.49732151421272
24,Rollercoaster,0.0,60.028172,11254,0.0,1799.0,0.005333940998755998,187.47863919627605
24,Timelapse,0.0,59.924214,10973,1.0,1799.0,0.005461060238767885,183.11462541669715
24,Venice,0.0,79.917874,16869,1.0,1999.0,0.004737558480052167,211.07918861805558
25,Diving,0.0,78.348935,4061,0.0,2099.0,0.019293015267175573,51.83222975526087
25,Paris,0.0,83.705933,2842,3.0,4199.0,0.02945317839549613,33.952193090064476
25,Rollercoaster,0.0,70.035656,2941,0.0,2099.0,0.023813551853111188,41.992895732996345
25,Timelapse,0.0,69.920827,3149,1.0,2099.0,0.022204136868847254,45.03665267002634
25,Venice,0.0,71.924983,3793,1.0,1799.0,0.018962558133403636,52.73550082034778
26,Diving,0.0,73.003885,2966,0.0,2099.0,0.02461358226567768,40.62797479887543
26,Paris,0.0,74.845185,2683,2.0,4199.0,0.027896080879612376,35.847329390661535
26,Rollercoaster,0.0,70.033668,2961,0.0,2099.0,0.023652032421479233,42.279664689274874
26,Timelapse,0.0,69.931828,2953,1.0,2099.0,0.023681621401964104,42.22683840039188
26,Venice,0.0,71.927693,2714,1.0,1799.0,0.02650246610169492,37.73233766860839
27,Diving,0.0,74.956402,2989,0.0,2099.0,0.02507741786550686,39.87651381665838
27,Paris,0.0,81.605971,2723,2.0,4199.0,0.029969141020932795,33.36765639367247
27,Rollercoaster,0.0,70.020976,2805,0.0,2099.0,0.024962914795008916,40.059424478744766
27,Timelapse,0.0,69.927933,2959,1.0,2099.0,0.023632285569449137,42.31499306578961
27,Venice,0.0,71.927703,2741,1.0,1799.0,0.026241409339657056,38.10770934809361
28,Diving,0.0,75.372812,3806,0.0,2099.0,0.01980368155543878,50.49566148600108
28,Paris,0.0,71.764277,2699,3.0,4199.0,0.026589209707299003,37.60924115489939
28,Rollercoaster,0.0,70.03564,3279,0.0,2099.0,0.02135884111009454,46.81901957346288
28,Timelapse,0.0,69.932046,3430,1.0,2099.0,0.020388351603498542,49.04761402233248
28,Venice,0.0,71.936229,3706,1.0,1799.0,0.01941074716675661,51.51785201306563
29,Diving,0.0,75.423299,2937,0.0,2099.0,0.02568038781069118,38.9402219067612
29,Paris,0.0,80.009449,2675,2.0,4199.0,0.029910074392523366,33.4335510796981
29,Rollercoaster,0.0,70.036129,2786,0.0,2099.0,0.025138596195262024,39.77946867965818
29,Timelapse,0.0,69.930188,2918,1.0,2099.0,0.02396510897875257,41.727329547576794
29,Venice,0.0,71.917021,2743,1.0,1799.0,0.026218381698869853,38.141179401744125
30,Diving,0.0,77.325027,3694,0.0,2099.0,0.020932600703844072,47.77237258513986
30,Paris,0.0,80.310187,2804,3.0,4199.0,0.028641293509272466,34.91462421822029
30,Rollercoaster,0.0,70.035778,3183,0.0,2099.0,0.02200307194470625,45.44819934748209
30,Timelapse,0.0,69.923252,3158,1.0,2099.0,0.02214162507916403,45.16380330823286
30,Venice,0.0,71.913951,3502,1.0,1799.0,0.020535108794974298,48.69708799618033
31,Diving,0.0,78.925519,2604,0.0,2099.0,0.030309339093701995,32.99313115698359
31,Paris,0.0,79.591711,2646,2.0,4199.0,0.030080011715797432,33.24466790266639
31,Rollercoaster,0.0,70.202027,2434,0.0,2099.0,0.028842246096959737,34.67136354908954
31,Timelapse,0.0,69.929744,2498,1.0,2099.0,0.02799429303442754,35.721566491077105
31,Venice,0.0,71.936475,2273,1.0,1799.0,0.031648251209854816,31.597322498774094
32,Diving,0.0,60.026979,10619,0.0,1799.0,0.005652790187399943,176.90378854481418
32,Paris,0.0,37.941144,1787,2.0,2199.0,0.021231753777280357,47.09926511440984
32,Rollercoaster,0.0,60.028115,10903,0.0,1799.0,0.00550565119691828,181.63155714618057
32,Timelapse,0.0,59.92443,10803,1.0,1799.0,0.005547017495140239,180.27705895575477
32,Venice,0.0,79.917272,16351,1.0,1999.0,0.004887607608097364,204.59907590439275
33,Diving,0.0,60.027283,2982,0.0,1799.0,0.020129873574782024,49.67741085332815
33,Paris,0.0,36.660322,1623,2.0,2199.0,0.02258799876771411,44.27129690786677
33,Rollercoaster,0.0,63.363191,3145,0.0,1899.0,0.02014727853736089,49.63449520716215
33,Timelapse,0.0,59.927192,2974,1.0,1799.0,0.020150367182246134,49.62688724010295
33,Venice,0.0,71.915769,3244,1.0,1799.0,0.02216885604192355,45.108326659206
34,Diving,0.0,79.692772,2970,0.0,2099.0,0.026832583164983166,37.2681226347604
34,Paris,0.0,77.491325,2624,2.0,4199.0,0.029531754954268293,33.86185485923747
34,Rollercoaster,0.0,70.035733,2805,0.0,2099.0,0.024968175757575754,40.05098368856938
34,Timelapse,0.0,69.918189,2788,1.0,2099.0,0.025078260043041607,39.875174684515926
34,Venice,0.0,71.916256,2683,1.0,1799.0,0.026804418934029073,37.30728140241338
35,Diving,0.0,60.027128,11856,0.0,1799.0,0.005063016869095816,197.5106988293693
35,Paris,0.0,36.649821,1618,2.0,2199.0,0.0226513108776267,44.147555318210145
35,Rollercoaster,0.0,63.362906,12297,0.0,1899.0,0.005152712531511751,194.07253827657462
35,Timelapse,0.0,59.926355,11719,1.0,1799.0,0.00511360653639389,195.55669621487908
35,Venice,0.0,71.916806,15618,1.0,1799.0,0.004604738506851069,217.1675977934838
36,Diving,0.0,60.02688,2976,0.0,1799.0,0.02017032258064516,49.577789150460596
36,Paris,0.0,36.681684,1598,2.0,2199.0,0.02295474593241552,43.56397596140897
36,Rollercoaster,0.0,63.362951,3154,0.0,1899.0,0.02008971179454661,49.776722046926125
36,Timelapse,0.0,59.926801,2976,1.0,1799.0,0.020136693884408603,49.660585086128656
36,Venice,0.0,71.919531,3228,1.0,1799.0,0.022279904275092938,44.88349625083067
37,Diving,0.0,77.641611,3038,0.0,2099.0,0.025556817314022384,39.12850288487703
37,Paris,0.0,81.964476,2712,2.0,4199.0,0.030222889380530974,33.0875048844331
37,Rollercoaster,0.0,70.035437,2815,0.0,2099.0,0.024879373712255775,40.19393782036371
37,Timelapse,0.0,69.922751,2862,1.0,2099.0,0.024431429419986026,40.93088385495587
37,Venice,0.0,71.915599,2725,1.0,1799.0,0.026391045504587155,37.89164017114006
38,Diving,0.0,60.027222,11658,0.0,1799.0,0.0051490154400411735,194.21188606729126
38,Paris,0.0,36.668816,1574,2.0,2199.0,0.023296579415501905,42.924756556088425
38,Rollercoaster,0.0,60.027984,11506,0.0,1799.0,0.00521710272901095,191.6772683886902
38,Timelapse,0.0,59.925755,11359,1.0,1799.0,0.005275618892508144,189.5512205061079
38,Venice,0.0,79.919539,17427,1.0,1999.0,0.0045859608079417,218.05681336575276
39,Diving,0.0,76.296588,3830,0.0,2099.0,0.019920780156657963,50.198837200950585
39,Paris,0.0,80.921444,2823,2.0,4199.0,0.028665052780729717,34.88568493661582
39,Rollercoaster,0.0,70.034747,3538,0.0,2099.0,0.01979501045788581,50.51778083813168
39,Timelapse,0.0,69.942095,3826,1.0,2099.0,0.018280735755358074,54.702393458474475
39,Venice,0.0,71.921265,3730,1.0,1799.0,0.01928184048257373,51.86226910775276
40,Diving,0.0,60.027408,2980,0.0,1799.0,0.020143425503355704,49.64398929235792
40,Paris,0.0,36.657913,1594,2.0,2199.0,0.02299743601003764,43.48310827187571
40,Rollercoaster,0.0,63.363111,3150,0.0,1899.0,0.020115273333333336,49.713468140792514
40,Timelapse,0.0,59.92599,2983,1.0,1799.0,0.020089168622192424,49.778067913437894
40,Venice,0.0,71.918029,3230,1.0,1799.0,0.022265643653250775,44.912243076072066
41,Diving,0.0,79.631494,3005,0.0,2099.0,0.026499665224625626,37.73632578085248
41,Paris,0.0,81.449657,2699,2.0,4199.0,0.030177716561689515,33.13703334564073
41,Rollercoaster,0.0,70.036022,2849,0.0,2099.0,0.024582668304668306,40.679066552352154
41,Timelapse,0.0,69.926817,2902,1.0,2099.0,0.024096077532736043,41.5005304760261
41,Venice,0.0,71.914089,2768,1.0,1799.0,0.02598052348265896,38.49037147644323
42,Diving,0.0,81.207265,11665,0.0,2099.0,0.006961617231033005,143.64478350551516
42,Paris,0.0,79.642671,3274,2.0,4199.0,0.024325800549786197,41.108616259241224
42,Rollercoaster,0.0,70.036261,7553,0.0,2099.0,0.009272641466966767,107.8441351973373
42,Timelapse,0.0,69.925935,9553,1.0,2099.0,0.007319788024704281,136.6159780344732
42,Venice,0.0,71.911508,10999,1.0,1799.0,0.006538004182198381,152.95187524088635
43,Diving,0.0,73.455451,3991,0.0,2099.0,0.018405274617890252,54.332250985702885
43,Paris,0.0,82.425781,2886,2.0,4199.0,0.028560561677061676,35.01331701060861
43,Rollercoaster,0.0,72.737375,3667,0.0,2099.0,0.01983566266703027,50.41424714598237
43,Timelapse,0.0,69.907674,3515,1.0,2099.0,0.01988838520625889,50.280602956407904
43,Venice,0.0,71.924142,3856,1.0,1799.0,0.01865252645228216,53.61204030768973
44,Diving,0.0,70.036182,3742,0.0,2099.0,0.01871624318546232,53.42952589848487
44,Paris,0.0,78.221128,2698,2.0,4199.0,0.028992263899184578,34.491959768209945
44,Rollercoaster,0.0,70.036093,3285,0.0,2099.0,0.02131996742770167,46.90438685664548
44,Timelapse,0.0,69.932527,3498,1.0,2099.0,0.01999214608347627,50.01964250483899
44,Venice,0.0,71.919123,3926,1.0,1799.0,0.018318676260825267,54.58909725581609
45,Diving,0.0,76.885187,2378,0.0,2099.0,0.032331870058873,30.929234782247455
45,Paris,0.0,81.263438,2666,2.0,4199.0,0.0304814096024006,32.80688173690116
45,Rollercoaster,0.0,70.218149,2426,0.0,2099.0,0.02894400206100577,34.54947238782953
45,Timelapse,0.0,69.93207,2298,1.0,2099.0,0.03043171018276762,32.86046015797903
45,Venice,0.0,71.933912,2109,1.0,1799.0,0.03410806638217165,29.31857786352562
46,Diving,0.0,70.035498,3349,0.0,2099.0,0.02091236130188116,47.818607643798
46,Paris,0.0,80.706658,2697,2.0,4199.0,0.029924604375231742,33.41731731724042
46,Rollercoaster,0.0,70.03626,3432,0.0,2099.0,0.020406835664335665,49.003187777302784
46,Timelapse,0.0,69.928739,3296,1.0,2099.0,0.021216243628640774,47.13369706266261
46,Venice,0.0,71.922833,3748,1.0,1799.0,0.019189656616862324,52.111406679433784
47,Diving,0.0,80.293199,10688,0.0,2099.0,0.007512462481287425,133.11214565009422
47,Paris,0.0,78.716577,3132,2.0,4199.0,0.025133006704980844,39.78831549039537
47,Rollercoaster,0.0,70.035762,8341,0.0,2099.0,0.00839656659872917,119.09629825973764
47,Timelapse,0.0,69.911595,6400,1.0,2099.0,0.01092368671875,91.54418519560309
47,Venice,0.0,71.914371,9656,1.0,1799.0,0.007447635770505385,134.27079825254955
48,Diving,0.0,60.026739,2979,0.0,1799.0,0.02014996273917422,49.6278833337923
48,Paris,0.0,36.667376,1610,2.0,2199.0,0.022774767701863353,43.908241484201106
48,Rollercoaster,0.0,63.362952,3154,0.0,1899.0,0.020089712111604312,49.77672126134527
48,Timelapse,0.0,59.927663,2983,1.0,1799.0,0.020089729466979553,49.776678259587726
48,Venice,0.0,71.919217,3220,1.0,1799.0,0.022335160559006213,44.77245629634705
49,Diving,0.0,75.161088,2519,0.0,2099.0,0.029837668916236605,33.51468249102514
49,Paris,0.0,82.734137,2711,2.0,4199.0,0.030517940612320178,32.76761078682672
49,Rollercoaster,0.0,70.052079,2453,0.0,2099.0,0.028557716673461072,35.016805140073
49,Timelapse,0.0,69.928108,2459,1.0,2099.0,0.028437620170801137,35.16468656638043
49,Venice,0.0,71.923897,2270,1.0,1799.0,0.03168453612334802,31.56113746172569
50,Diving,0.0,60.027038,11522,0.0,1799.0,0.005209775906960597,191.94683569094315
50,Paris,0.0,36.657773,1636,2.0,2199.0,0.022406951711491443,44.629006786637035
50,Rollercoaster,0.0,63.363024,12564,0.0,1899.0,0.005043220630372493,198.28599089588906
50,Timelapse,0.0,59.925783,11706,1.0,1799.0,0.005119236545361353,195.34162782654002
50,Venice,0.0,71.918974,15769,1.0,1799.0,0.004560782167543916,219.2606362821583
51,Diving,0.0,60.027163,2980,0.0,1799.0,0.020143343288590604,49.64419191358419
51,Paris,0.0,36.660881,1606,2.0,2199.0,0.02282744769613948,43.80691233252141
51,Rollercoaster,0.0,63.363105,3153,0.0,1899.0,0.020096132254995243,49.76081901289402
51,Timelapse,0.0,59.924848,2994,1.0,1799.0,0.020014979291917166,49.96257979661459
51,Venice,0.0,71.918913,3233,1.0,1799.0,0.022245256108877204,44.953404676736426
52,Diving,0.0,60.027063,2990,0.0,1799.0,0.020075940802675586,49.81086614215991
52,Paris,0.0,36.660859,1634,2.0,2199.0,0.02243626621787026,44.57069595668775
52,Rollercoaster,0.0,63.362932,3149,0.0,1899.0,0.020121604318831376,49.697826483155794
52,Timelapse,0.0,59.92607,2969,1.0,1799.0,0.02018392388009431,49.54438026721925
52,Venice,0.0,71.919696,3225,1.0,1799.0,0.022300680930232557,44.84168008719058
53,Diving,0.0,75.289902,2834,0.0,2099.0,0.0265666556104446,37.64116999381936
53,Paris,0.0,77.83289,2672,2.0,4199.0,0.029129075598802397,34.32995999506121
53,Rollercoaster,0.0,70.051327,2923,0.0,2099.0,0.023965558330482382,41.72654716448127
53,Timelapse,0.0,69.930713,2839,1.0,2099.0,0.024632163790066924,40.59732667104367
53,Venice,0.0,71.930334,2706,1.0,1799.0,0.02658179379157428,37.61973356053094
54,Diving,0.0,60.027283,11034,0.0,1799.0,0.005440210531085734,183.81641561221423
54,Paris,0.0,36.645954,1528,3.0,2199.0,0.02398295418848168,41.69628112287648
54,Rollercoaster,0.0,63.363067,11744,0.0,1899.0,0.005395356522479564,185.34456357675992
54,Timelapse,0.0,59.927828,11211,1.0,1799.0,0.005345448934082597,187.0750263133181
54,Venice,0.0,71.940108,15023,1.0,1799.0,0.004788664580975837,208.82648661022307
55,Diving,0.0,77.077763,3772,0.0,2099.0,0.020434189554612937,48.937590469510646
55,Paris,0.0,82.039136,2734,2.0,4199.0,0.030006999268471106,33.32555818237773
55,Rollercoaster,0.0,70.048139,2964,0.0,2099.0,0.02363297537112011,42.31375797150014
55,Timelapse,0.0,69.922128,2994,1.0,2099.0,0.023354084168336675,42.8190629438509
55,Venice,0.0,71.926267,3504,1.0,1799.0,0.0205269026826484,48.716555802902995
56,Diving,0.0,70.051972,2538,0.0,2099.0,0.027601249802994485,36.230243454102904
56,Paris,0.0,79.964506,2580,2.0,4199.0,0.03099399457364341,32.264314869899906
56,Rollercoaster,0.0,70.03574,2456,0.0,2099.0,0.028516180781758958,35.06780966403725
56,Timelapse,0.0,69.921766,2459,1.0,2099.0,0.02843504107360716,35.1678760516432
56,Venice,0.0,71.913158,2275,1.0,1799.0,0.031610179340659336,31.635378882957696
57,Diving,0.0,76.974429,3632,0.0,2099.0,0.021193400055066078,47.18450071256781
57,Paris,0.0,75.133992,2748,2.0,4199.0,0.02734133624454149,36.57465718046766
57,Rollercoaster,0.0,71.502001,3504,0.0,2099.0,0.02040582220319635,49.005621534983334
57,Timelapse,0.0,69.932799,3464,1.0,2099.0,0.020188452367205543,49.533266929584784
57,Venice,0.0,71.929199,3818,1.0,1799.0,0.01883949685699319,53.07997382259185
